PM10,PM25,TVOC,CO2,RISK
10,10,158,423,Moderate
10,10,135,400,Moderate
10,10,161,400,Moderate
10,10,134,422,Moderate
10,10,140,467,Moderate
10,10,117,405,Moderate
10,10,89,400,Moderate
10,10,126,433,Moderate
10,10,141,400,Moderate
10,10,158,408,Moderate
10,10,92,400,Moderate
10,10,112,473,Moderate
10,10,146,400,Moderate
10,10,107,454,Moderate
10,10,128,400,Moderate
10,10,149,400,Moderate
10,10,167,400,Moderate
10,10,113,400,Moderate
10,10,105,400,Moderate
10,10,161,495,Moderate
10,10,172,400,Moderate
10,10,118,417,Moderate
10,10,101,407,Moderate
10,10,113,400,Moderate
10,10,118,400,Moderate
10,10,131,400,Moderate
10,10,96,421,Moderate
10,10,81,428,Moderate
10,10,137,400,Moderate
10,10,114,400,Moderate
10,10,101,400,Moderate
10,10,81,400,Moderate
10,10,112,420,Moderate
10,10,135,409,Moderate
10,10,122,465,Moderate
10,10,138,416,Moderate
10,10,97,400,Moderate
10,10,138,404,Moderate
10,10,69,400,Moderate
10,10,139,400,Moderate
10,10,132,400,Moderate
10,10,114,400,Moderate
10,10,142,402,Moderate
10,10,123,400,Moderate
10,10,123,400,Moderate
10,10,95,400,Moderate
10,10,155,436,Moderate
10,10,155,442,Moderate
10,10,126,444,Moderate
10,10,130,460,Moderate
10,10,161,435,Moderate
10,10,105,400,Moderate
10,10,142,453,Moderate
10,10,169,420,Moderate
10,10,110,400,Moderate
10,10,117,421,Moderate
10,10,134,416,Moderate
10,10,115,405,Moderate
10,10,154,400,Moderate
10,10,101,400,Moderate
10,10,95,400,Moderate
10,10,159,421,Moderate
10,10,93,435,Moderate
10,10,150,400,Moderate
10,10,135,401,Moderate
10,10,110,400,Moderate
10,10,73,401,Moderate
10,10,161,401,Moderate
10,10,142,400,Moderate
10,10,144,436,Moderate
10,10,143,411,Moderate
10,10,134,401,Moderate
10,10,79,420,Moderate
10,10,138,420,Moderate
10,10,90,413,Moderate
10,10,145,400,Moderate
10,10,90,400,Moderate
10,10,126,400,Moderate
10,10,96,400,Moderate
10,10,118,451,Moderate
10,10,141,409,Moderate
10,10,97,406,Moderate
10,10,97,434,Moderate
10,10,135,417,Moderate
10,10,148,414,Moderate
10,10,127,400,Moderate
10,10,101,400,Moderate
10,10,101,400,Moderate
10,10,107,400,Moderate
10,10,118,400,Moderate
10,10,85,400,Moderate
10,10,119,400,Moderate
10,10,126,400,Moderate
10,10,132,429,Moderate
10,10,106,400,Moderate
10,10,112,400,Moderate
10,10,129,401,Moderate
10,10,86,400,Moderate
10,10,98,400,Moderate
10,10,102,400,Moderate
10,10,96,400,Moderate
10,10,117,400,Moderate
10,10,63,400,Low
10,10,75,400,Moderate
10,10,90,400,Moderate
10,10,96,400,Moderate
10,10,81,400,Moderate
10,10,110,400,Moderate
10,10,131,400,Moderate
10,10,53,400,Low
10,10,70,400,Moderate
10,10,96,400,Moderate
10,10,58,400,Low
10,10,99,400,Moderate
10,10,50,400,Low
10,10,74,400,Moderate
10,10,93,400,Moderate
10,10,90,400,Moderate
10,10,32,444,Low
10,10,106,400,Moderate
10,10,73,400,Moderate
10,10,64,400,Low
10,10,88,400,Moderate
10,10,85,400,Moderate
10,10,104,400,Moderate
10,10,47,400,Low
10,10,99,400,Moderate
10,10,48,400,Low
10,10,80,400,Moderate
10,10,33,400,Low
10,10,27,400,Low
10,10,70,400,Moderate
10,10,46,400,Low
10,10,147,405,Moderate
10,10,81,400,Moderate
10,10,116,400,Moderate
10,10,73,400,Moderate
10,10,12,418,Low
10,10,115,400,Moderate
10,10,93,400,Moderate
10,10,82,400,Moderate
10,10,102,400,Moderate
10,10,54,407,Low
10,10,104,400,Moderate
10,10,112,400,Moderate
10,10,64,400,Low
10,10,135,458,Moderate
10,10,138,400,Moderate
10,10,131,418,Moderate
10,10,116,424,Moderate
10,10,78,431,Moderate
10,10,66,421,Moderate
10,10,138,400,Moderate
10,10,76,427,Moderate
10,10,99,403,Moderate
10,10,120,400,Moderate
10,10,139,400,Moderate
10,10,109,421,Moderate
10,10,101,400,Moderate
10,10,138,400,Moderate
10,10,118,400,Moderate
10,10,111,400,Moderate
10,10,127,420,Moderate
10,10,124,419,Moderate
10,10,124,400,Moderate
10,10,95,414,Moderate
10,10,130,428,Moderate
10,10,153,400,Moderate
10,10,139,462,Moderate
10,10,107,412,Moderate
10,10,116,400,Moderate
10,10,80,400,Moderate
10,10,119,400,Moderate
10,10,163,459,Moderate
10,10,102,478,Moderate
10,10,120,427,Moderate
10,10,146,400,Moderate
10,10,142,414,Moderate
10,10,117,422,Moderate
10,10,70,400,Moderate
10,10,137,446,Moderate
10,10,132,444,Moderate
10,10,80,436,Moderate
10,10,120,439,Moderate
10,10,161,400,Moderate
10,10,136,400,Moderate
10,10,142,414,Moderate
10,10,131,443,Moderate
10,10,135,400,Moderate
10,10,117,400,Moderate
10,10,143,408,Moderate
10,10,87,400,Moderate
10,10,133,472,Moderate
10,10,126,400,Moderate
10,10,120,431,Moderate
10,10,113,400,Moderate
10,10,79,400,Moderate
10,10,149,400,Moderate
10,10,125,400,Moderate
10,10,122,401,Moderate
10,10,62,400,Low
10,10,117,406,Moderate
10,10,106,400,Moderate
10,10,136,430,Moderate
10,10,58,400,Low
10,10,41,400,Low
10,10,55,400,Low
10,10,107,416,Moderate
10,10,110,412,Moderate
10,10,130,400,Moderate
10,10,56,400,Low
10,10,71,400,Moderate
10,10,140,446,Moderate
10,10,99,441,Moderate
10,10,112,401,Moderate
10,10,97,417,Moderate
10,10,120,400,Moderate
10,10,102,401,Moderate
10,10,131,467,Moderate
10,10,132,433,Moderate
10,10,110,400,Moderate
10,10,137,433,Moderate
10,10,91,413,Moderate
10,10,112,400,Moderate
10,10,77,400,Moderate
10,10,112,401,Moderate
10,10,128,401,Moderate
10,10,111,417,Moderate
10,10,80,400,Moderate
10,10,72,400,Moderate
10,10,71,400,Moderate
10,10,87,400,Moderate
10,10,86,400,Moderate
10,10,96,400,Moderate
10,10,82,409,Moderate
10,10,90,455,Moderate
10,10,124,400,Moderate
10,10,115,452,Moderate
10,10,99,410,Moderate
10,10,110,400,Moderate
10,10,138,400,Moderate
10,10,97,465,Moderate
10,10,130,453,Moderate
10,10,147,447,Moderate
10,10,139,439,Moderate
10,10,157,400,Moderate
10,10,147,446,Moderate
10,10,131,434,Moderate
10,10,110,452,Moderate
10,10,115,424,Moderate
10,10,123,413,Moderate
10,10,147,400,Moderate
10,10,69,400,Moderate
10,10,159,424,Moderate
10,10,43,400,Low
10,10,113,400,Moderate
10,10,115,400,Moderate
10,10,146,400,Moderate
10,10,98,410,Moderate
10,10,146,413,Moderate
10,10,116,400,Moderate
10,10,96,400,Moderate
10,10,93,402,Moderate
10,10,92,400,Moderate
10,10,127,423,Moderate
10,10,96,400,Moderate
10,10,122,400,Moderate
10,10,115,400,Moderate
10,10,73,400,Moderate
10,10,83,409,Moderate
10,10,64,400,Low
10,10,56,439,Low
10,10,116,400,Moderate
10,10,99,419,Moderate
10,10,85,400,Moderate
10,10,77,438,Moderate
10,10,119,446,Moderate
10,10,118,407,Moderate
10,10,103,400,Moderate
10,10,85,400,Moderate
10,10,87,427,Moderate
10,10,107,400,Moderate
10,10,126,434,Moderate
10,10,109,438,Moderate
10,10,109,413,Moderate
10,10,72,400,Moderate
10,10,118,400,Moderate
10,10,135,400,Moderate
10,10,146,441,Moderate
10,10,142,435,Moderate
10,10,155,448,Moderate
10,10,151,453,Moderate
10,10,104,496,Moderate
10,10,121,460,Moderate
10,10,127,486,Moderate
10,10,145,527,Moderate
10,10,139,442,Moderate
10,10,136,403,Moderate
10,10,124,423,Moderate
10,10,162,454,Moderate
10,10,173,463,Moderate
10,10,116,460,Moderate
10,10,129,426,Moderate
10,10,177,502,Moderate
10,10,121,400,Moderate
10,10,120,420,Moderate
10,10,148,456,Moderate
10,10,126,415,Moderate
10,10,153,455,Moderate
10,10,142,429,Moderate
10,10,134,400,Moderate
10,10,157,438,Moderate
10,10,136,411,Moderate
10,10,110,402,Moderate
10,10,114,413,Moderate
10,10,159,440,Moderate
10,10,90,457,Moderate
10,10,164,400,Moderate
10,10,118,400,Moderate
10,10,135,429,Moderate
10,10,165,400,Moderate
10,10,101,402,Moderate
10,10,95,441,Moderate
10,10,123,400,Moderate
10,10,102,400,Moderate
10,10,146,463,Moderate
10,10,178,442,Moderate
10,10,151,400,Moderate
10,10,145,422,Moderate
10,10,153,437,Moderate
10,10,88,476,Moderate
10,10,118,458,Moderate
10,10,96,439,Moderate
10,10,129,400,Moderate
10,10,115,400,Moderate
10,10,128,400,Moderate
10,10,166,421,Moderate
10,10,130,454,Moderate
10,10,151,436,Moderate
10,10,166,448,Moderate
10,10,110,409,Moderate
10,10,136,537,Moderate
10,10,135,457,Moderate
10,10,136,460,Moderate
10,10,158,434,Moderate
10,10,119,400,Moderate
10,10,171,460,Moderate
10,10,100,449,Moderate
10,10,152,400,Moderate
10,10,145,400,Moderate
10,10,129,400,Moderate
10,10,135,400,Moderate
10,10,174,447,Moderate
10,10,101,414,Moderate
10,10,95,400,Moderate
10,10,124,435,Moderate
10,10,155,400,Moderate
10,10,157,410,Moderate
10,10,117,445,Moderate
10,10,98,426,Moderate
10,10,127,400,Moderate
10,10,139,400,Moderate
10,10,105,452,Moderate
10,10,107,439,Moderate
10,10,149,448,Moderate
10,10,148,467,Moderate
10,10,139,416,Moderate
10,10,145,438,Moderate
10,10,169,400,Moderate
10,10,148,400,Moderate
10,10,122,415,Moderate
10,10,104,400,Moderate
10,10,156,450,Moderate
10,10,123,437,Moderate
10,10,112,425,Moderate
10,10,141,411,Moderate
10,10,110,400,Moderate
10,10,98,411,Moderate
10,10,83,400,Moderate
10,10,129,400,Moderate
10,10,93,400,Moderate
10,10,123,418,Moderate
10,10,110,467,Moderate
10,10,115,442,Moderate
10,10,119,453,Moderate
10,10,97,400,Moderate
10,10,134,512,Moderate
10,10,112,474,Moderate
10,10,166,426,Moderate
10,10,142,400,Moderate
10,10,112,400,Moderate
10,10,130,436,Moderate
10,10,140,442,Moderate
10,10,150,479,Moderate
10,10,111,445,Moderate
10,10,109,474,Moderate
10,10,112,406,Moderate
10,10,104,400,Moderate
10,10,165,400,Moderate
10,10,155,430,Moderate
10,10,137,400,Moderate
10,10,144,422,Moderate
10,10,149,404,Moderate
10,10,154,458,Moderate
10,10,138,479,Moderate
10,10,140,400,Moderate
10,10,92,400,Moderate
10,10,118,438,Moderate
10,10,124,472,Moderate
10,10,103,452,Moderate
10,10,74,407,Moderate
10,10,163,476,Moderate
10,10,128,411,Moderate
10,10,138,411,Moderate
10,10,145,400,Moderate
10,10,149,401,Moderate
10,10,110,439,Moderate
10,10,134,400,Moderate
10,10,143,464,Moderate
10,10,110,412,Moderate
10,10,136,495,Moderate
10,10,107,400,Moderate
10,10,86,400,Moderate
10,10,114,420,Moderate
10,10,121,426,Moderate
10,10,115,400,Moderate
10,10,79,400,Moderate
10,10,119,400,Moderate
10,10,89,400,Moderate
10,10,157,400,Moderate
10,10,112,400,Moderate
10,10,94,423,Moderate
10,10,80,400,Moderate
10,10,120,400,Moderate
10,10,133,400,Moderate
10,10,67,436,Moderate
10,10,118,427,Moderate
10,10,105,445,Moderate
10,10,119,400,Moderate
10,10,76,400,Moderate
10,10,126,400,Moderate
10,10,115,400,Moderate
10,10,65,400,Moderate
10,10,125,473,Moderate
10,10,125,469,Moderate
10,10,106,401,Moderate
10,10,127,400,Moderate
10,10,102,400,Moderate
10,10,159,410,Moderate
10,10,96,420,Moderate
10,10,155,400,Moderate
10,10,89,400,Moderate
10,10,124,469,Moderate
10,10,138,463,Moderate
10,10,114,400,Moderate
10,10,69,404,Moderate
10,10,100,406,Moderate
10,10,150,448,Moderate
10,10,133,425,Moderate
10,10,135,400,Moderate
10,10,143,423,Moderate
10,10,97,409,Moderate
10,10,140,400,Moderate
10,10,140,400,Moderate
10,10,143,400,Moderate
10,10,142,441,Moderate
10,10,124,439,Moderate
10,10,116,429,Moderate
10,10,112,502,Moderate
10,10,149,400,Moderate
10,10,107,458,Moderate
10,10,88,443,Moderate
10,10,112,400,Moderate
10,10,182,403,Moderate
10,10,125,458,Moderate
10,10,53,400,Low
10,10,127,450,Moderate
10,10,118,511,Moderate
10,10,138,436,Moderate
10,10,153,423,Moderate
10,10,114,483,Moderate
10,10,126,434,Moderate
10,10,125,420,Moderate
10,10,77,434,Moderate
10,10,107,412,Moderate
10,10,89,410,Moderate
10,10,163,474,Moderate
10,10,133,467,Moderate
10,10,132,432,Moderate
10,10,153,469,Moderate
10,10,129,436,Moderate
10,10,129,400,Moderate
10,10,110,439,Moderate
10,10,153,443,Moderate
10,10,92,400,Moderate
10,10,156,400,Moderate
10,10,168,451,Moderate
10,10,158,476,Moderate
10,10,108,466,Moderate
10,10,115,400,Moderate
10,10,128,407,Moderate
10,10,129,424,Moderate
10,10,107,404,Moderate
10,10,118,424,Moderate
10,10,142,423,Moderate
10,10,134,452,Moderate
10,10,171,400,Moderate
10,10,153,400,Moderate
10,10,129,416,Moderate
10,10,144,400,Moderate
10,10,136,495,Moderate
10,10,154,461,Moderate
10,10,180,511,Moderate
10,10,102,435,Moderate
10,10,146,400,Moderate
10,10,105,416,Moderate
10,10,123,400,Moderate
10,10,123,459,Moderate
10,10,126,400,Moderate
10,10,131,400,Moderate
10,10,131,400,Moderate
10,10,127,400,Moderate
10,10,139,422,Moderate
10,10,111,455,Moderate
10,10,89,400,Moderate
10,10,151,400,Moderate
10,10,106,400,Moderate
10,10,107,458,Moderate
10,10,141,400,Moderate
10,10,96,400,Moderate
10,10,126,450,Moderate
10,10,161,499,Moderate
10,10,140,508,Moderate
10,10,138,405,Moderate
10,10,165,486,Moderate
10,10,126,400,Moderate
10,10,118,420,Moderate
10,10,144,400,Moderate
10,10,128,449,Moderate
10,10,143,430,Moderate
10,10,158,443,Moderate
10,10,151,486,Moderate
10,10,104,422,Moderate
10,10,89,453,Moderate
10,10,136,400,Moderate
10,10,192,467,Moderate
10,10,158,471,Moderate
10,10,173,411,Moderate
10,10,114,446,Moderate
10,10,144,464,Moderate
10,10,120,423,Moderate
10,10,111,447,Moderate
10,10,161,400,Moderate
10,10,135,423,Moderate
10,10,168,481,Moderate
10,10,115,435,Moderate
10,10,72,472,Moderate
10,10,111,400,Moderate
10,10,113,400,Moderate
10,10,95,400,Moderate
10,10,144,412,Moderate
10,10,151,444,Moderate
10,10,107,400,Moderate
10,10,107,400,Moderate
10,10,158,400,Moderate
10,10,152,445,Moderate
10,10,91,425,Moderate
10,10,150,400,Moderate
10,10,118,447,Moderate
10,10,142,418,Moderate
10,10,135,477,Moderate
10,10,110,482,Moderate
10,10,189,474,Moderate
10,10,104,423,Moderate
10,10,166,422,Moderate
10,10,135,473,Moderate
10,10,114,400,Moderate
10,10,119,406,Moderate
10,10,141,439,Moderate
10,10,126,462,Moderate
10,10,132,420,Moderate
10,10,145,450,Moderate
10,10,126,435,Moderate
10,10,150,435,Moderate
10,10,120,400,Moderate
10,10,128,405,Moderate
10,10,155,412,Moderate
10,10,141,424,Moderate
10,10,106,400,Moderate
10,10,128,451,Moderate
10,10,147,400,Moderate
10,10,139,412,Moderate
10,10,135,400,Moderate
10,10,97,400,Moderate
10,10,148,400,Moderate
10,10,89,472,Moderate
10,10,171,431,Moderate
10,10,137,466,Moderate
10,10,96,412,Moderate
10,10,91,400,Moderate
10,10,96,432,Moderate
10,10,108,401,Moderate
10,10,81,410,Moderate
10,10,162,455,Moderate
10,10,90,428,Moderate
10,10,139,434,Moderate
10,10,151,458,Moderate
10,10,161,439,Moderate
10,10,133,431,Moderate
10,10,126,400,Moderate
10,10,101,400,Moderate
10,10,74,400,Moderate
10,10,115,421,Moderate
10,10,92,400,Moderate
10,10,136,400,Moderate
10,10,141,445,Moderate
10,10,88,400,Moderate
10,10,166,400,Moderate
10,10,100,430,Moderate
10,10,101,427,Moderate
10,10,162,413,Moderate
10,10,22,400,Low
10,10,69,422,Moderate
10,10,97,400,Moderate
10,10,116,400,Moderate
10,10,116,444,Moderate
10,10,139,458,Moderate
10,10,86,449,Moderate
10,10,96,400,Moderate
10,10,139,486,Moderate
10,10,140,490,Moderate
10,10,132,400,Moderate
10,10,174,446,Moderate
10,10,102,406,Moderate
10,10,148,456,Moderate
10,10,148,535,Moderate
10,10,162,437,Moderate
10,10,171,420,Moderate
10,10,129,400,Moderate
10,10,167,438,Moderate
10,10,123,400,Moderate
10,10,115,400,Moderate
10,10,118,400,Moderate
10,10,193,410,Moderate
10,10,128,403,Moderate
10,10,154,475,Moderate
10,10,139,423,Moderate
10,10,182,484,Moderate
10,10,158,417,Moderate
10,10,111,400,Moderate
10,10,125,412,Moderate
10,10,177,438,Moderate
10,10,169,437,Moderate
10,10,165,486,Moderate
10,10,106,400,Moderate
10,10,118,420,Moderate
10,10,145,476,Moderate
10,10,138,429,Moderate
10,10,175,436,Moderate
10,10,152,470,Moderate
10,10,172,504,Moderate
10,10,131,416,Moderate
10,10,137,400,Moderate
10,10,93,400,Moderate
10,10,133,421,Moderate
10,10,130,424,Moderate
10,10,145,458,Moderate
10,10,140,456,Moderate
10,10,165,400,Moderate
10,10,113,423,Moderate
10,10,118,485,Moderate
10,10,120,408,Moderate
10,10,181,483,Moderate
10,10,148,447,Moderate
10,10,157,442,Moderate
10,10,112,477,Moderate
10,10,140,445,Moderate
10,10,123,405,Moderate
10,10,110,459,Moderate
10,10,161,440,Moderate
10,10,164,422,Moderate
10,10,118,453,Moderate
10,10,179,413,Moderate
10,10,118,461,Moderate
10,10,138,407,Moderate
10,10,110,404,Moderate
10,10,105,423,Moderate
10,10,114,421,Moderate
10,10,104,400,Moderate
10,10,119,400,Moderate
10,10,87,428,Moderate
10,10,147,400,Moderate
10,10,141,444,Moderate
10,10,142,400,Moderate
10,10,128,427,Moderate
10,10,126,400,Moderate
10,10,143,471,Moderate
10,10,142,400,Moderate
10,10,102,426,Moderate
10,10,146,401,Moderate
10,10,109,400,Moderate
10,10,110,431,Moderate
10,10,132,453,Moderate
10,10,115,400,Moderate
10,10,128,400,Moderate
10,10,131,400,Moderate
10,10,88,400,Moderate
10,10,133,400,Moderate
10,10,76,400,Moderate
10,10,139,406,Moderate
10,10,136,428,Moderate
10,10,134,400,Moderate
10,10,172,400,Moderate
10,10,99,418,Moderate
10,10,126,400,Moderate
10,10,102,400,Moderate
10,10,141,440,Moderate
10,10,149,531,Moderate
10,10,156,400,Moderate
10,10,116,433,Moderate
10,10,123,400,Moderate
10,10,113,401,Moderate
10,10,141,409,Moderate
10,10,89,476,Moderate
10,10,124,459,Moderate
10,10,139,429,Moderate
10,10,150,400,Moderate
10,10,189,508,Moderate
10,10,134,447,Moderate
10,10,82,434,Moderate
10,10,136,429,Moderate
10,10,158,400,Moderate
10,10,123,421,Moderate
10,10,137,413,Moderate
10,10,148,400,Moderate
10,10,104,400,Moderate
10,10,120,445,Moderate
10,10,73,400,Moderate
10,10,123,422,Moderate
10,10,148,400,Moderate
10,10,164,406,Moderate
10,10,119,400,Moderate
10,10,177,400,Moderate
10,10,175,473,Moderate
10,10,138,401,Moderate
10,10,141,488,Moderate
10,10,85,422,Moderate
10,10,142,536,Moderate
10,10,161,463,Moderate
10,10,157,509,Moderate
10,10,186,407,Moderate
10,10,177,497,Moderate
10,10,151,470,Moderate
10,10,112,400,Moderate
10,10,185,423,Moderate
10,10,166,400,Moderate
10,10,118,412,Moderate
10,10,108,417,Moderate
10,10,128,400,Moderate
10,10,142,448,Moderate
10,10,131,458,Moderate
10,10,135,400,Moderate
10,10,168,400,Moderate
10,10,192,431,Moderate
10,10,135,402,Moderate
10,10,159,456,Moderate
10,10,127,400,Moderate
10,10,139,404,Moderate
10,10,89,418,Moderate
10,10,97,400,Moderate
10,10,89,400,Moderate
10,10,128,436,Moderate
10,10,142,446,Moderate
10,10,156,439,Moderate
10,10,142,400,Moderate
10,10,113,521,Moderate
10,10,180,400,Moderate
10,10,134,413,Moderate
10,10,158,420,Moderate
10,10,123,430,Moderate
10,10,151,472,Moderate
10,10,126,400,Moderate
10,10,96,400,Moderate
10,10,117,414,Moderate
10,10,112,400,Moderate
10,10,99,400,Moderate
10,10,69,422,Moderate
10,10,72,400,Moderate
10,10,132,400,Moderate
10,10,133,400,Moderate
10,10,137,418,Moderate
10,10,63,400,Low
10,10,99,400,Moderate
10,10,103,400,Moderate
10,10,129,400,Moderate
10,10,126,422,Moderate
10,10,76,400,Moderate
10,10,118,400,Moderate
10,10,82,400,Moderate
10,10,82,400,Moderate
10,10,73,400,Moderate
10,10,123,406,Moderate
10,10,106,426,Moderate
10,10,105,416,Moderate
10,10,83,400,Moderate
10,10,99,400,Moderate
10,10,111,400,Moderate
10,10,102,410,Moderate
10,10,119,440,Moderate
10,10,149,454,Moderate
10,10,98,400,Moderate
10,10,112,400,Moderate
10,10,167,400,Moderate
10,10,150,433,Moderate
10,10,69,411,Moderate
10,10,99,426,Moderate
10,10,119,401,Moderate
10,10,125,417,Moderate
10,10,89,455,Moderate
10,10,106,476,Moderate
10,10,121,426,Moderate
10,10,93,400,Moderate
10,10,155,453,Moderate
10,10,115,400,Moderate
10,10,122,405,Moderate
10,10,121,400,Moderate
10,10,159,445,Moderate
10,10,119,412,Moderate
10,10,111,403,Moderate
10,10,156,449,Moderate
10,10,106,400,Moderate
10,10,151,468,Moderate
10,10,187,457,Moderate
10,10,134,447,Moderate
10,10,147,456,Moderate
10,10,131,430,Moderate
10,10,82,433,Moderate
10,10,168,449,Moderate
10,10,134,441,Moderate
10,10,119,400,Moderate
10,10,134,415,Moderate
10,10,182,404,Moderate
10,10,80,400,Moderate
10,10,121,442,Moderate
10,10,110,400,Moderate
10,10,115,422,Moderate
10,10,138,433,Moderate
10,10,90,448,Moderate
10,10,124,403,Moderate
10,10,120,413,Moderate
10,10,93,400,Moderate
10,10,117,430,Moderate
10,10,99,400,Moderate
10,10,134,435,Moderate
10,10,121,431,Moderate
10,10,89,401,Moderate
10,10,85,404,Moderate
10,10,121,428,Moderate
10,10,145,518,Moderate
10,10,153,472,Moderate
10,10,201,515,Moderate
10,10,116,501,Moderate
10,10,183,455,Moderate
10,10,158,511,Moderate
10,10,129,487,Moderate
10,10,161,434,Moderate
10,10,162,449,Moderate
10,10,171,411,Moderate
10,10,106,400,Moderate
10,10,164,468,Moderate
10,10,95,401,Moderate
10,10,220,493,Moderate
10,10,84,408,Moderate
10,10,164,400,Moderate
10,10,145,400,Moderate
10,10,165,460,Moderate
10,10,104,430,Moderate
10,10,151,468,Moderate
10,10,137,425,Moderate
10,10,122,400,Moderate
10,10,112,400,Moderate
10,10,158,432,Moderate
10,10,132,411,Moderate
10,10,120,400,Moderate
10,10,105,400,Moderate
10,10,99,400,Moderate
10,10,158,485,Moderate
10,10,172,400,Moderate
10,10,140,443,Moderate
10,10,124,400,Moderate
10,10,146,475,Moderate
10,10,98,431,Moderate
10,10,120,427,Moderate
10,10,33,457,Low
10,10,141,469,Moderate
10,10,181,400,Moderate
10,10,131,445,Moderate
10,10,93,400,Moderate
10,10,162,497,Moderate
10,10,118,400,Moderate
10,10,115,400,Moderate
10,10,135,400,Moderate
10,10,147,400,Moderate
10,10,122,407,Moderate
10,10,128,506,Moderate
10,10,169,531,Moderate
10,10,135,407,Moderate
10,10,153,457,Moderate
10,10,111,423,Moderate
10,10,168,434,Moderate
10,10,90,481,Moderate
10,10,129,400,Moderate
10,10,147,408,Moderate
10,10,170,450,Moderate
10,10,137,400,Moderate
10,10,133,483,Moderate
10,10,161,480,Moderate
10,10,122,400,Moderate
10,10,168,529,Moderate
10,10,147,400,Moderate
10,10,163,507,Moderate
10,10,157,500,Moderate
10,10,159,491,Moderate
10,10,178,474,Moderate
10,10,202,515,Moderate
10,10,123,428,Moderate
10,10,154,486,Moderate
10,10,149,495,Moderate
10,10,139,423,Moderate
10,10,188,545,Moderate
10,10,220,549,Moderate
10,10,169,468,Moderate
10,10,185,434,Moderate
10,10,193,495,Moderate
10,10,192,492,Moderate
10,10,148,443,Moderate
10,10,158,470,Moderate
10,10,150,440,Moderate
10,10,179,433,Moderate
10,10,185,420,Moderate
10,10,114,400,Moderate
10,10,127,400,Moderate
10,10,140,400,Moderate
10,10,152,400,Moderate
10,10,137,400,Moderate
10,10,91,400,Moderate
10,10,98,400,Moderate
10,10,106,400,Moderate
10,10,107,400,Moderate
10,10,139,420,Moderate
10,10,134,400,Moderate
10,10,176,417,Moderate
10,10,65,400,Moderate
10,10,124,506,Moderate
10,10,112,400,Moderate
10,10,104,404,Moderate
10,10,161,436,Moderate
10,10,118,430,Moderate
10,10,128,471,Moderate
10,10,137,454,Moderate
10,10,166,400,Moderate
10,10,108,412,Moderate
10,10,126,400,Moderate
10,10,112,400,Moderate
10,10,175,400,Moderate
10,10,71,411,Moderate
10,10,52,439,Low
10,10,93,431,Moderate
10,10,143,442,Moderate
10,10,97,400,Moderate
10,10,113,433,Moderate
10,10,157,501,Moderate
10,10,134,521,Moderate
10,10,168,479,Moderate
10,10,162,403,Moderate
10,10,128,514,Moderate
10,10,134,410,Moderate
10,10,159,497,Moderate
10,10,149,446,Moderate
10,10,112,420,Moderate
10,10,152,400,Moderate
10,10,99,400,Moderate
10,10,100,420,Moderate
10,10,169,503,Moderate
10,10,126,486,Moderate
10,10,109,514,Moderate
10,10,144,520,Moderate
10,10,119,573,Moderate
10,10,136,500,Moderate
10,10,139,472,Moderate
10,10,178,510,Moderate
10,10,190,402,Moderate
10,10,170,446,Moderate
10,10,178,447,Moderate
10,10,128,400,Moderate
10,10,143,467,Moderate
10,10,137,446,Moderate
10,10,121,400,Moderate
10,10,124,416,Moderate
10,10,168,445,Moderate
10,10,137,400,Moderate
10,10,139,437,Moderate
10,10,114,426,Moderate
10,10,154,530,Moderate
10,10,127,400,Moderate
10,10,155,432,Moderate
10,10,173,400,Moderate
10,10,166,400,Moderate
10,10,145,405,Moderate
10,10,85,400,Moderate
10,10,129,410,Moderate
10,10,75,400,Moderate
10,10,103,400,Moderate
10,10,101,400,Moderate
10,10,109,400,Moderate
10,10,95,412,Moderate
10,10,140,430,Moderate
10,10,108,412,Moderate
10,10,123,470,Moderate
10,10,119,456,Moderate
10,10,128,463,Moderate
10,10,135,411,Moderate
10,10,98,400,Moderate
10,10,178,450,Moderate
10,10,73,400,Moderate
10,10,116,400,Moderate
10,10,93,400,Moderate
10,10,73,400,Moderate
10,10,75,400,Moderate
10,10,65,400,Moderate
10,10,127,468,Moderate
10,10,134,429,Moderate
10,10,111,400,Moderate
10,10,115,404,Moderate
10,10,144,400,Moderate
10,10,103,400,Moderate
10,10,83,400,Moderate
10,10,59,434,Low
10,10,78,400,Moderate
10,10,77,400,Moderate
10,10,111,400,Moderate
10,10,93,400,Moderate
10,10,123,430,Moderate
10,10,56,400,Low
10,10,106,479,Moderate
10,10,93,400,Moderate
10,10,96,400,Moderate
10,10,111,400,Moderate
10,10,139,400,Moderate
10,10,132,495,Moderate
10,10,137,415,Moderate
10,10,110,416,Moderate
10,10,95,427,Moderate
10,10,117,433,Moderate
10,10,96,401,Moderate
10,8,161,421,Moderate
10,8,119,468,Moderate
10,8,127,433,Moderate
10,8,79,421,Moderate
10,8,131,473,Moderate
10,8,136,467,Moderate
10,8,192,471,Moderate
10,8,138,424,Moderate
10,8,120,400,Moderate
10,8,132,446,Moderate
10,8,138,432,Moderate
10,8,130,443,Moderate
10,8,167,422,Moderate
10,8,98,481,Moderate
10,8,123,469,Moderate
10,8,99,429,Moderate
10,8,160,450,Moderate
10,8,102,400,Moderate
10,8,127,455,Moderate
10,8,108,400,Moderate
10,8,110,400,Moderate
10,8,124,400,Moderate
10,8,153,447,Moderate
10,8,146,489,Moderate
